"code","region","name","type_1_departments_major_a_e_4","type_2_departments_single_specialty_5","type_3_departments_other_a_e_minor_injury_unit_6","total_attendances","type_1_departments_major_a_e_8","type_2_departments_single_specialty_9","type_3_departments_other_a_e_minor_injury_unit_10","total_attendances_4_hours","type_1_departments_major_a_e_12","type_2_departments_single_specialty_13","type_3_departments_other_a_e_minor_injury_unit_14","total_attendances_4_hours_2","percentage_in_4_hours_or_less_all","percentage_in_4_hours_or_less_type_1","percentage_in_4_hours_or_less_type_2","percentage_in_4_hours_or_less_type_3","emergency_admissions_via_type_1_a_e","emergency_admissions_via_type_2_a_e","emergency_admissions_via_type_3_and_4_a_e","total_emergency_admissions_via_a_e","other_emergency_admissions_i_e_not_via_a_e","total_emergency_admissions","number_of_patients_spending_4_hours_from_decision_to_admit_to_admission","number_of_patients_spending_12_hours_from_decision_to_admit_to_admission","x28","month"
"RTD","NHS England North East And Yorkshire","The Newcastle Upon Tyne Hospitals NHS Foundation Trust",9663,1623,7162,18448,8905,1601,7162,17668,758,22,0,780,0.957718993928881,0.92155645244748,0.986444855206408,1,3290,26,2,3318,2680,5998,35,0,"Cumbria and North East STP",2020-02-01
"AJN","NHS England North East And Yorkshire","Workington Health Limited",0,0,329,329,0,0,329,329,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Cumbria and North East STP",2020-02-01
"RCF","NHS England North East And Yorkshire","Airedale NHS Foundation Trust",4593,562,44,5199,3888,562,44,4494,705,0,0,705,0.864396999422966,0.846505551926845,1,1,1435,0,0,1435,772,2207,79,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2020-02-01
"RFF","NHS England North East And Yorkshire","Barnsley Hospital NHS Foundation Trust",7461,0,0,7461,6802,0,0,6802,659,0,0,659,0.911674038332663,0.911674038332663,NA,NA,2172,0,0,2172,549,2721,90,0,"South Yorkshire and Bassetlaw STP",2020-02-01
"RAE","NHS England North East And Yorkshire","Bradford Teaching Hospitals NHS Foundation Trust",9504,0,1241,10745,7489,0,1231,8720,2015,0,10,2025,0.811540251279665,0.787984006734007,NA,0.991941982272361,2467,0,135,2602,1375,3977,415,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2020-02-01
"NNF09","NHS England North East And Yorkshire","Bransholme Health Centre",0,0,2652,2652,0,0,2601,2601,0,0,51,51,0.980769230769231,NA,NA,0.980769230769231,0,0,0,0,0,0,0,0,"Humber, Coast and Vale STP",2020-02-01
"RWY","NHS England North East And Yorkshire","Calderdale And Huddersfield NHS Foundation Trust",12017,0,0,12017,10281,0,0,10281,1736,0,0,1736,0.855537987850545,0.855537987850545,NA,NA,2799,0,0,2799,1313,4112,297,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2020-02-01
"RP5","NHS England North East And Yorkshire","Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust",10999,0,3909,14908,8826,0,3906,12732,2173,0,3,2176,0.854038100348806,0.802436585144104,NA,0.999232540291635,3242,0,479,3721,1017,4738,574,0,"South Yorkshire and Bassetlaw STP",2020-02-01
"NNF94","NHS England North East And Yorkshire","East Riding Community Hospital",0,0,2516,2516,0,0,2512,2512,0,0,4,4,0.998410174880763,NA,NA,0.998410174880763,0,0,0,0,0,0,0,0,"Humber, Coast and Vale STP",2020-02-01
"NNFA7","NHS England North East And Yorkshire","Goole & District Hospital",0,0,1355,1355,0,0,1353,1353,0,0,2,2,0.998523985239852,NA,NA,0.998523985239852,0,0,0,0,0,0,0,0,"Humber, Coast and Vale STP",2020-02-01
"RCD","NHS England North East And Yorkshire","Harrogate And District NHS Foundation Trust",3963,0,488,4451,3330,0,488,3818,633,0,0,633,0.857784767467985,0.840272520817562,NA,1,1004,0,0,1004,523,1527,18,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2020-02-01
"RWA","NHS England North East And Yorkshire","Hull University Teaching Hospitals NHS Trust",10332,0,0,10332,6514,0,0,6514,3818,0,0,3818,0.630468447541618,0.630468447541618,NA,NA,2764,0,0,2764,1460,4224,864,0,"Humber, Coast and Vale STP",2020-02-01
"RV9","NHS England North East And Yorkshire","Humber Teaching NHS Foundation Trust",0,0,449,449,0,0,448,448,0,0,1,1,0.997772828507795,NA,NA,0.997772828507795,0,0,0,0,0,0,0,0,"Humber, Coast and Vale STP",2020-02-01
"RR8","NHS England North East And Yorkshire","Leeds Teaching Hospitals NHS Trust",16107,0,8462,24569,11937,0,8455,20392,4170,0,7,4177,0.82998901054174,0.741106351275843,NA,0.999172772394233,4586,0,0,4586,1305,5891,1385,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2020-02-01
"ARN03","NHS England North East And Yorkshire","Local Care Direct",0,0,2821,2821,0,0,2821,2821,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2020-02-01
"RXF","NHS England North East And Yorkshire","Mid Yorkshire Hospitals NHS Trust",16042,0,3845,19887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3753,0,146,3899,1039,4938,645,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2020-02-01
"RJL","NHS England North East And Yorkshire","Northern Lincolnshire And Goole NHS Foundation Trust",11453,0,0,11453,8494,0,0,8494,2959,0,0,2959,0.741639745044966,0.741639745044966,NA,NA,3023,0,0,3023,409,3432,759,0,"Humber, Coast and Vale STP",2020-02-01
"Y02572","NHS England North East And Yorkshire","Park Community Practice",0,0,639,639,0,0,639,639,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2020-02-01
"RCU","NHS England North East And Yorkshire","Sheffield Children's NHS Foundation Trust",4442,0,123,4565,4313,0,123,4436,129,0,0,129,0.971741511500548,0.970959027465106,NA,1,725,0,0,725,265,990,1,0,"South Yorkshire and Bassetlaw STP",2020-02-01
"RHQ","NHS England North East And Yorkshire","Sheffield Teaching Hospitals NHS Foundation Trust",8777,1095,9003,18875,6443,1095,8940,16478,2334,0,63,2397,0.873006622516556,0.734077703087615,1,0.993002332555815,2882,0,0,2882,2626,5508,371,0,"South Yorkshire and Bassetlaw STP",2020-02-01
"RXG","NHS England North East And Yorkshire","South West Yorkshire Partnership NHS Foundation Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,140,140,0,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2020-02-01
"ARN02","NHS England North East And Yorkshire","St.George's Centre",0,0,2494,2494,0,0,2465,2465,0,0,29,29,0.988372093023256,NA,NA,0.988372093023256,0,0,0,0,0,0,0,0,"West Yorkshire and Harrogate (Health & Care Partnership) STP",2020-02-01
"RFR","NHS England North East And Yorkshire","The Rotherham NHS Foundation Trust",7445,0,0,7445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1509,0,0,1509,164,1673,711,0,"South Yorkshire and Bassetlaw STP",2020-02-01
"NNF76","NHS England North East And Yorkshire","The Wilberforce Health Centre",0,0,3547,3547,0,0,3547,3547,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Humber, Coast and Vale STP",2020-02-01
"RCB","NHS England North East And Yorkshire","York Teaching Hospital NHS Foundation Trust",9694,371,6705,16770,6655,371,6679,13705,3039,0,26,3065,0.817233154442457,0.686507117804828,1,0.996122296793438,4294,10,0,4304,1493,5797,522,4,"Humber, Coast and Vale STP",2020-02-01
"AC008","NHS England North West","Rossendale Minor Injuries Unit",0,0,816,816,0,0,813,813,0,0,3,3,0.996323529411765,NA,NA,0.996323529411765,0,0,0,0,0,0,0,0,"Healthier Lancashire and South Cumbria",2020-02-01
"RBS","NHS England North West","Alder Hey Children's NHS Foundation Trust",4568,0,0,4568,3968,0,0,3968,600,0,0,600,0.868651488616462,0.868651488616462,NA,NA,961,200,0,1161,0,1161,0,0,"Cheshire and Merseyside STP",2020-02-01
"RJR","NHS England North West","Countess Of Chester Hospital NHS Foundation Trust",5639,0,563,6202,4608,0,561,5169,1031,0,2,1033,0.833440825540148,0.817166164213513,NA,0.996447602131439,1582,0,0,1582,837,2419,367,0,"Cheshire and Merseyside STP",2020-02-01
"RJN","NHS England North West","East Cheshire NHS Trust",3746,0,0,3746,2762,0,0,2762,984,0,0,984,0.737319807794981,0.737319807794981,NA,NA,847,0,0,847,314,1161,167,3,"Cheshire and Merseyside STP",2020-02-01
"RBQ","NHS England North West","Liverpool Heart And Chest Hospital NHS Foundation Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,189,189,0,0,"Cheshire and Merseyside STP",2020-02-01
"REM","NHS England North West","Liverpool University Hospitals NHS Foundation Trust",16329,421,9695,26445,11269,421,9666,21356,5060,0,29,5089,0.807562866326338,0.690121869067304,1,0.997008767405879,5683,0,0,5683,2228,7911,1278,0,"Cheshire and Merseyside STP",2020-02-01
"REP","NHS England North West","Liverpool Women's NHS Foundation Trust",0,1076,0,1076,0,1060,0,1060,0,16,0,16,0.985130111524164,NA,0.985130111524164,NA,0,94,0,94,13,107,0,0,"Cheshire and Merseyside STP",2020-02-01
"RW4","NHS England North West","Mersey Care NHS Foundation Trust",0,0,2231,2231,0,0,2231,2231,0,0,0,0,1,NA,NA,1,0,0,0,0,111,111,0,0,"Cheshire and Merseyside STP",2020-02-01
"RBT","NHS England North West","Mid Cheshire Hospitals NHS Foundation Trust",5562,0,1989,7551,3990,0,1989,5979,1572,0,0,1572,0.79181565355582,0.717367853290183,NA,1,2256,0,0,2256,876,3132,95,0,"Cheshire and Merseyside STP",2020-02-01
"Y02532","NHS England North West","Miriam Minor Emergency",0,0,1584,1584,0,0,1584,1584,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Cheshire and Merseyside STP",2020-02-01
"Y03645","NHS England North West","Moreton Health Minor Injury",0,0,377,377,0,0,377,377,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Cheshire and Merseyside STP",2020-02-01
"RTV","NHS England North West","North West Boroughs Healthcare NHS Foundation Trust",0,0,9534,9534,0,0,9434,9434,0,0,100,100,0.989511222991399,NA,NA,0.989511222991399,0,0,0,0,0,0,0,0,"Cheshire and Merseyside STP",2020-02-01
"Y02533","NHS England North West","Parkfield (H) Minor Emergency",0,0,309,309,0,0,309,309,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Cheshire and Merseyside STP",2020-02-01
"RVY","NHS England North West","Southport And Ormskirk Hospital NHS Trust",6745,0,2815,9560,5148,0,2806,7954,1597,0,9,1606,0.832008368200837,0.763232023721275,NA,0.996802841918295,2536,0,0,2536,92,2628,653,9,"Cheshire and Merseyside STP",2020-02-01
"RBN","NHS England North West","St Helens And Knowsley Teaching Hospitals NHS Trust",9192,0,4220,13412,6552,0,4175,10727,2640,0,45,2685,0.799806143751864,0.712793733681462,NA,0.989336492890995,4096,0,0,4096,366,4462,412,0,"Cheshire and Merseyside STP",2020-02-01
"RET","NHS England North West","The Walton Centre NHS Foundation Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,148,148,0,0,"Cheshire and Merseyside STP",2020-02-01
"RWW","NHS England North West","Warrington And Halton Teaching Hospitals NHS Foundation Trust",6621,0,2145,8766,5012,0,2096,7108,1609,0,49,1658,0.810860141455624,0.756985349645069,NA,0.977156177156177,2916,0,0,2916,264,3180,788,0,"Cheshire and Merseyside STP",2020-02-01
"RY7","NHS England North West","Wirral Community Health And Care NHS Foundation Trust",0,0,4368,4368,0,0,4332,4332,0,0,36,36,0.991758241758242,NA,NA,0.991758241758242,0,0,0,0,0,0,0,0,"Cheshire and Merseyside STP",2020-02-01
"RBL","NHS England North West","Wirral University Teaching Hospital NHS Foundation Trust",6694,0,2922,9616,3590,0,2908,6498,3104,0,14,3118,0.675748752079867,0.536301165222587,NA,0.995208761122519,1897,0,0,1897,1764,3661,822,24,"Cheshire and Merseyside STP",2020-02-01
"RMC","NHS England North West","Bolton NHS Foundation Trust",8896,0,1071,9967,6302,0,983,7285,2594,0,88,2682,0.730912009631785,0.708408273381295,NA,0.917833800186741,2126,0,37,2163,687,2850,470,13,"Greater Manchester Health and Social Care Partnership (STP)",2020-02-01
"RY2","NHS England North West","Bridgewater Community Healthcare NHS Foundation Trust",0,0,3265,3265,0,0,3220,3220,0,0,45,45,0.986217457886677,NA,NA,0.986217457886677,0,0,0,0,0,0,0,0,"Cheshire and Merseyside STP",2020-02-01
"R0A","NHS England North West","Manchester University NHS Foundation Trust",20680,3375,8516,32571,14220,3320,8460,26000,6460,55,56,6571,0.798256117405054,0.687620889748549,0.983703703703704,0.993424142790042,5795,151,142,6088,1410,7498,1756,0,"Greater Manchester Health and Social Care Partnership (STP)",2020-02-01
"RW6","NHS England North West","Pennine Acute Hospitals NHS Trust",22238,0,9270,31508,15778,0,9038,24816,6460,0,232,6692,0.787609496001016,0.709506250562101,NA,0.974973031283711,6165,0,119,6284,1771,8055,1314,39,"Greater Manchester Health and Social Care Partnership (STP)",2020-02-01
"RM3","NHS England North West","Salford Royal NHS Foundation Trust",7949,0,3378,11327,5863,0,3369,9232,2086,0,9,2095,0.815043700891675,0.737577053717449,NA,0.997335701598579,2576,0,0,2576,343,2919,768,0,"Greater Manchester Health and Social Care Partnership (STP)",2020-02-01
"RWJ","NHS England North West","Stockport NHS Foundation Trust",7521,0,0,7521,4972,0,0,4972,2549,0,0,2549,0.661082302885255,0.661082302885255,NA,NA,2347,0,0,2347,962,3309,923,85,"Greater Manchester Health and Social Care Partnership (STP)",2020-02-01
"RMP","NHS England North West","Tameside And Glossop Integrated Care NHS Foundation Trust",7406,0,2479,9885,4849,0,2479,7328,2557,0,0,2557,0.741325240263025,0.654739400486092,NA,1,1813,0,0,1813,297,2110,445,0,"Greater Manchester Health and Social Care Partnership (STP)",2020-02-01
"RBV","NHS England North West","The Christie NHS Foundation Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,436,436,0,0,"Greater Manchester Health and Social Care Partnership (STP)",2020-02-01
"RRF","NHS England North West","Wrightington, Wigan And Leigh NHS Foundation Trust",6343,0,3984,10327,4340,0,3971,8311,2003,0,13,2016,0.804783577031084,0.684218823900363,NA,0.996736947791165,2201,0,0,2201,241,2442,711,30,"Greater Manchester Health and Social Care Partnership (STP)",2020-02-01
"RXL","NHS England North West","Blackpool Teaching Hospitals NHS Foundation Trust",5422,0,11399,16821,2924,0,11387,14311,2498,0,12,2510,0.85078176089412,0.539284396901512,NA,0.998947276076849,2232,0,0,2232,890,3122,1067,14,"Healthier Lancashire and South Cumbria",2020-02-01
"RXR","NHS England North West","East Lancashire Hospitals NHS Trust",9004,0,5074,14078,6320,0,4997,11317,2684,0,77,2761,0.803878391817019,0.701910262105731,NA,0.984824595979503,3841,0,19,3860,1389,5249,764,15,"Healthier Lancashire and South Cumbria",2020-02-01
"RXN","NHS England North West","Lancashire Teaching Hospitals NHS Foundation Trust",6008,0,6977,12985,3500,0,6895,10395,2508,0,82,2590,0.800539083557951,0.582556591211718,NA,0.988247097606421,2289,0,64,2353,1313,3666,888,172,"Healthier Lancashire and South Cumbria",2020-02-01
"NQT5F","NHS England North West","Skelmersdale Walk In Centre",0,0,1679,1679,0,0,1637,1637,0,0,42,42,0.974985110184634,NA,NA,0.974985110184634,0,0,0,0,0,0,0,0,"Healthier Lancashire and South Cumbria",2020-02-01
"RTX","NHS England North West","University Hospitals Of Morecambe Bay NHS Foundation Trust",7315,62,1776,9153,5343,62,1751,7156,1972,0,25,1997,0.781820168250847,0.730416951469583,1,0.985923423423423,2010,0,40,2050,916,2966,291,17,"Healthier Lancashire and South Cumbria",2020-02-01
"NQT10","NHS England South East","Assura Reading Llp",0,0,3221,3221,0,0,3134,3134,0,0,87,87,0.972989754734555,NA,NA,0.972989754734555,0,0,0,0,0,0,0,0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2020-02-01
"RWX","NHS England South East","Berkshire Healthcare NHS Foundation Trust",0,0,2182,2182,0,0,2182,2182,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2020-02-01
"Y04538","NHS England South East","Bracknell Urgent Care Centre Wic",0,0,3328,3328,0,0,3328,3328,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Frimley Health & Care Ics (STP)",2020-02-01
"RXQ","NHS England South East","Buckinghamshire Healthcare NHS Trust",6370,1197,4851,12418,4266,1197,4790,10253,2104,0,61,2165,0.825656305363182,0.669701726844584,1,0.987425273139559,2936,846,0,3782,713,4495,674,0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2020-02-01
"Y00751","NHS England South East","East Berks Primary Care Ooh(Wam)",0,0,4698,4698,0,0,4685,4685,0,0,13,13,0.997232865048957,NA,NA,0.997232865048957,0,0,0,0,0,0,0,0,"Frimley Health & Care Ics (STP)",2020-02-01
"RDU","NHS England South East","Frimley Health NHS Foundation Trust",18680,0,0,18680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4776,0,0,4776,1762,6538,739,0,"Frimley Health & Care Ics (STP)",2020-02-01
"RN5","NHS England South East","Hampshire Hospitals NHS Foundation Trust",9546,0,835,10381,6791,0,833,7624,2755,0,2,2757,0.734418649455736,0.711397443955583,NA,0.997604790419162,2880,0,0,2880,1070,3950,1213,6,"Hampshire and The Isle of Wight STP",2020-02-01
"R1F","NHS England South East","Isle Of Wight NHS Trust",2442,0,2030,4472,1347,0,2030,3377,1095,0,0,1095,0.755143112701252,0.551597051597052,NA,1,814,0,0,814,176,990,482,2,"Hampshire and The Isle of Wight STP",2020-02-01
"RNU","NHS England South East","Oxford Health NHS Foundation Trust",0,0,2570,2570,0,0,2472,2472,0,0,98,98,0.961867704280156,NA,NA,0.961867704280156,0,0,0,0,0,0,0,0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2020-02-01
"RTH","NHS England South East","Oxford University Hospitals NHS Foundation Trust",11152,1658,417,13227,8520,1658,417,10595,2632,0,0,2632,0.801013079307477,0.763988522238164,1,1,3169,89,16,3274,3533,6807,601,0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2020-02-01
"AQN04","NHS England South East","Phl Lymington Utc",0,0,2185,2185,0,0,2182,2182,0,0,3,3,0.99862700228833,NA,NA,0.99862700228833,0,0,0,0,0,0,0,0,"Hampshire and The Isle of Wight STP",2020-02-01
"RHU","NHS England South East","Portsmouth Hospitals NHS Trust",9748,921,1672,12341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3299,0,0,3299,1688,4987,1072,0,"Hampshire and The Isle of Wight STP",2020-02-01
"RHW","NHS England South East","Royal Berkshire NHS Foundation Trust",9828,1743,0,11571,7612,1718,0,9330,2216,25,0,2241,0.806326160228157,0.774521774521775,0.985656913367757,NA,2942,1,0,2943,525,3468,349,0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2020-02-01
"NTP11","NHS England South East","Southampton NHS Treatment Centre",0,0,5040,5040,0,0,5035,5035,0,0,5,5,0.999007936507937,NA,NA,0.999007936507937,0,0,0,0,0,0,0,0,"Hampshire and The Isle of Wight STP",2020-02-01
"RW1","NHS England South East","Southern Health NHS Foundation Trust",0,0,618,618,0,0,618,618,0,0,0,0,1,NA,NA,1,0,0,2,2,177,179,0,0,"Hampshire and The Isle of Wight STP",2020-02-01
"NTPAD","NHS England South East","St Mary's NHS Treatment Centre",0,0,4998,4998,0,0,4819,4819,0,0,179,179,0.964185674269708,NA,NA,0.964185674269708,0,0,0,0,0,0,0,0,"Hampshire and The Isle of Wight STP",2020-02-01
"RHM","NHS England South East","University Hospital Southampton NHS Foundation Trust",9379,1513,0,10892,6970,1368,0,8338,2409,145,0,2554,0.765515975027543,0.743149589508476,0.904163912756114,NA,3347,14,0,3361,1568,4929,168,0,"Hampshire and The Isle of Wight STP",2020-02-01
"RTK","NHS England South East","Ashford And St Peter's Hospitals NHS Foundation Trust",8759,0,0,8759,6630,0,0,6630,2129,0,0,2129,0.756935723256079,0.756935723256079,NA,NA,1616,0,0,1616,333,1949,472,4,"Surrey Heartlands Health & Care Partnership (STP)",2020-02-01
"NTV0B","NHS England South East","Ashford Walk-In-Centre",0,0,3030,3030,0,0,3027,3027,0,0,3,3,0.999009900990099,NA,NA,0.999009900990099,0,0,0,0,0,0,0,0,"Surrey Heartlands Health & Care Partnership (STP)",2020-02-01
"RXH","NHS England South East","Brighton And Sussex University Hospitals NHS Trust",12645,1132,0,13777,9359,1105,0,10464,3286,27,0,3313,0.75952674747768,0.740134440490312,0.976148409893993,NA,3162,18,0,3180,343,3523,1148,1,"Sussex and East Surrey STP",2020-02-01
"Y02676","NHS England South East","Brighton Station Health Centre",0,0,1934,1934,0,0,1934,1934,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Sussex and East Surrey STP",2020-02-01
"RN7","NHS England South East","Dartford And Gravesham NHS Trust",9352,0,1623,10975,7304,0,1617,8921,2048,0,6,2054,0.812847380410023,0.781009409751925,NA,0.99630314232902,2918,0,0,2918,289,3207,448,0,"Kent and Medway STP",2020-02-01
"RVV","NHS England South East","East Kent Hospitals University NHS Foundation Trust",14844,0,3223,18067,10162,0,3214,13376,4682,0,9,4691,0.740355343997343,0.684586364861223,NA,0.99720757058641,4783,0,247,5030,1294,6324,1371,6,"Kent and Medway STP",2020-02-01
"RXC","NHS England South East","East Sussex Healthcare NHS Trust",8320,0,2202,10522,5886,0,2202,8088,2434,0,0,2434,0.768675156814294,0.707451923076923,NA,1,3404,0,0,3404,743,4147,446,0,"Sussex and East Surrey STP",2020-02-01
"Y02816","NHS England South East","Eastbourne Station Health Centre",0,0,1473,1473,0,0,1468,1468,0,0,5,5,0.996605566870333,NA,NA,0.996605566870333,0,0,0,0,0,0,0,0,"Sussex and East Surrey STP",2020-02-01
"NDJ","NHS England South East","First Community Health And Care Cic",0,0,1362,1362,0,0,1362,1362,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Sussex and East Surrey STP",2020-02-01
"NDA57","NHS England South East","Haslemere Minor Injuries Unit",0,0,465,465,0,0,462,462,0,0,3,3,0.993548387096774,NA,NA,0.993548387096774,0,0,0,0,1,1,0,0,"Surrey Heartlands Health & Care Partnership (STP)",2020-02-01
"Y03051","NHS England South East","Hastings Med P & Walkin",0,0,1400,1400,0,0,1395,1395,0,0,5,5,0.996428571428571,NA,NA,0.996428571428571,0,0,0,0,0,0,0,0,"Sussex and East Surrey STP",2020-02-01
